Waktu Order,Waktu Bayar,Produk,Jenis Order,Total Penjualan (Rp),Metode Pembayaran,Kasir
11-10-2025 21:52:07,11-10-2025 21:52:54,"Caramel,Air Mineral,Sup Ubi,Bakso Bakar",Table,"Rp83.000,00",Cash,Zahra
11-10-2025 21:54:20,11-10-2025 21:55:11,Filter,Table,"Rp25.000,00",Cash,Zahra
11-10-2025 21:56:57,11-10-2025 21:59:00,Vanilla,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
11-10-2025 21:59:46,11-10-2025 22:00:07,"Matcha,BerryCha",Table,"Rp54.000,00",Cash,Zahra
11-10-2025 22:00:54,11-10-2025 22:01:45,"BerryLush,Air Mineral,Sup Ubi,Pisang Goreng",Table,"Rp65.000,00",Cash,Zahra
11-10-2025 22:02:12,11-10-2025 22:02:19,Coklat Banana,Table,"Rp22.000,00",Cash,Zahra
11-10-2025 22:03:16,11-10-2025 22:03:19,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
11-10-2025 22:03:34,11-10-2025 22:03:59,"BerryCha,Pisang Goreng",Table,"Rp42.000,00",Cash,Zahra
11-10-2025 22:04:21,11-10-2025 22:04:59,"Donat,Matcha",Table,"Rp37.000,00","Bank Transfer, SCAN QR",Zahra
11-10-2025 22:05:52,11-10-2025 22:06:56,"Matcha,Hazelnut,Kentang Goreng",Table,"Rp65.000,00",Cash,Zahra
11-10-2025 22:08:30,11-10-2025 22:09:07,BerryCha,Table,"Rp27.000,00",Cash,Zahra
11-10-2025 22:09:50,11-10-2025 22:10:37,BerryCha,Table,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
11-10-2025 22:22:39,11-10-2025 22:22:54,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
11-10-2025 22:23:18,11-10-2025 22:24:11,"ChocoBerry,Donat,Caramel",Table,"Rp87.000,00","Bank Transfer, SCAN QR",Zahra
11-10-2025 22:25:09,11-10-2025 22:25:21,Ayam Geprek,Table,"Rp17.000,00",Cash,Zahra
11-10-2025 22:26:19,11-10-2025 22:27:38,"Nasi Goreng,Ayam Geprek,Bakso Bakar",Table,"Rp49.000,00",Cash,Zahra
11-10-2025 22:27:53,11-10-2025 22:30:15,"Matcha,Kentang Goreng,Chocolate,Latte,Mix Platter",Table,"Rp162.000,00","Bank Transfer, SCAN QR",Zahra
11-10-2025 22:31:37,11-10-2025 22:32:40,"Latte,Matcha",Table,"Rp96.000,00",Cash,Zahra
11-10-2025 22:35:39,11-10-2025 22:36:50,Kentang Goreng,Table,"Rp15.000,00","Bank Transfer, SCAN QR",Zahra
11-10-2025 22:37:42,11-10-2025 22:38:00,"Vanilla,Lemon Tea",Table,"Rp65.000,00",Cash,Zahra
11-10-2025 22:40:10,11-10-2025 22:41:09,"Coklat Banana,Air Mineral",Table,"Rp71.000,00",Cash,Zahra
11-10-2025 22:41:51,11-10-2025 22:42:50,"Florana,Lemon Tea,Classic,Kentang Goreng",Table,"Rp74.000,00","Bank Transfer, SCAN QR",Zahra
11-10-2025 22:43:27,11-10-2025 22:44:05,"Americano ,Banana,Kentang Goreng",Table,"Rp68.000,00","Bank Transfer, SCAN QR",Zahra
11-10-2025 22:48:05,11-10-2025 22:48:13,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
11-10-2025 22:48:41,11-10-2025 22:49:33,"Florana,BerryLush",Table,"Rp48.000,00",Cash,Zahra
11-10-2025 22:51:44,11-10-2025 22:52:12,Classic,Table,"Rp17.000,00",Cash,Zahra
11-10-2025 22:52:34,11-10-2025 22:52:43,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
11-10-2025 22:52:51,11-10-2025 22:52:53,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
11-10-2025 23:01:11,11-10-2025 23:02:54,"Lemon Tea,Vanilla,Ayam Geprek,Kentang Goreng",Table,"Rp97.000,00",Cash,Zahra
11-10-2025 23:03:42,11-10-2025 23:05:33,"Red Velvet,Coklat Banana,Pisang Goreng",Table,"Rp82.000,00","Bank Transfer, SCAN QR",Zahra
11-10-2025 23:14:31,11-10-2025 23:15:37,"Caramel,Pisang Goreng",Table,"Rp38.000,00","Bank Transfer, SCAN QR",Zahra
11-10-2025 23:16:55,11-10-2025 23:17:11,Banana,Table,"Rp23.000,00",Cash,Zahra
11-10-2025 23:23:07,11-10-2025 23:23:43,Nasi Goreng,Table,"Rp20.000,00",Cash,Zahra
11-10-2025 23:24:12,11-10-2025 23:24:42,Florana,Table,"Rp23.000,00",Cash,Zahra
11-10-2025 23:25:31,11-10-2025 23:25:39,Air Mineral,Table,"Rp10.000,00",Cash,Zahra
11-10-2025 23:37:25,11-10-2025 23:37:28,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
11-10-2025 23:53:17,11-10-2025 23:55:13,"Americano ,Red Velvet,Risol,Matcha,Classic",Table,"Rp130.000,00",Cash,Zahra
12-10-2025 00:19:45,12-10-2025 00:20:10,"Red Velvet,Caramel,ButterScotch",Table,"Rp69.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
12-10-2025 02:50:20,12-10-2025 02:51:43,Banana,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
12-10-2025 02:52:04,12-10-2025 02:52:08,Air Mineral,Table,"Rp5.000,00",Cash,Muhammad Aditya
12-10-2025 03:02:44,12-10-2025 03:03:18,"Filter,Air Mineral",Table,"Rp30.000,00",Cash,Muhammad Aditya
12-10-2025 03:07:38,12-10-2025 03:08:45,BerryCha,Table,"Rp27.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
12-10-2025 03:21:27,12-10-2025 03:21:31,Air Mineral,Table,"Rp5.000,00",Cash,Muhammad Aditya
12-10-2025 03:21:59,12-10-2025 03:22:15,Matcha,Table,"Rp27.000,00",Cash,Muhammad Aditya
12-10-2025 03:33:52,12-10-2025 03:35:09,"BerryCha,Matcha",Table,"Rp108.000,00",Cash,Muhammad Aditya
12-10-2025 03:37:00,12-10-2025 03:37:17,Air Mineral,Table,"Rp10.000,00",Cash,Muhammad Aditya
12-10-2025 03:37:59,12-10-2025 03:38:07,Air Mineral,Table,"Rp5.000,00",Cash,Muhammad Aditya
12-10-2025 03:40:25,12-10-2025 03:40:29,Air Mineral,Table,"Rp5.000,00",Cash,Muhammad Aditya
12-10-2025 04:23:27,12-10-2025 04:23:30,Air Mineral,Table,"Rp15.000,00",Cash,Muhammad Aditya
12-10-2025 04:25:20,12-10-2025 04:25:22,Air Mineral,Table,"Rp5.000,00",Cash,Muhammad Aditya
12-10-2025 04:26:03,12-10-2025 04:26:05,Air Mineral,Table,"Rp5.000,00",Cash,Muhammad Aditya
12-10-2025 04:27:37,12-10-2025 04:27:42,Air Mineral,Table,"Rp5.000,00",Cash,Muhammad Aditya
12-10-2025 10:25:09,12-10-2025 10:26:02,"Kentang Goreng,Chocolate",Table,"Rp40.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 11:11:03,12-10-2025 11:11:11,Ayam Geprek,Table,"Rp17.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 12:45:12,12-10-2025 12:46:28,"Ayam Geprek,Nasi Goreng",Table,"Rp37.000,00",Cash,Zahra
12-10-2025 12:47:43,12-10-2025 12:47:58,Air Mineral,Table,"Rp10.000,00",Cash,Zahra
12-10-2025 13:03:03,12-10-2025 13:04:27,Red Velvet,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 13:05:24,12-10-2025 13:05:56,Matcha,Table,"Rp54.000,00",Cash,Zahra
12-10-2025 13:06:59,12-10-2025 13:09:06,"Nasi Goreng,Chocolate,LemonBerry",Table,"Rp90.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 13:31:01,12-10-2025 13:32:40,"ButterScotch,Hazelnut,Ayam Geprek,Nasi Goreng,Pisang Goreng",Table,"Rp138.000,00",Cash,Zahra
12-10-2025 13:32:55,12-10-2025 13:33:04,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
12-10-2025 13:37:58,12-10-2025 13:38:03,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
12-10-2025 14:10:09,12-10-2025 14:10:19,BerryLush,Table,"Rp25.000,00",Cash,Zahra
12-10-2025 14:36:42,12-10-2025 14:36:53,BerryLush,Table,"Rp25.000,00",Cash,Zahra
12-10-2025 14:47:22,12-10-2025 14:47:46,Latte,Table,"Rp21.000,00",Cash,Zahra
12-10-2025 16:34:15,12-10-2025 16:34:32,Vanilla,Table,"Rp23.000,00",Cash,Zahra
12-10-2025 16:34:48,12-10-2025 16:35:43,"Latte,Matcha,Kentang Goreng",Table,"Rp63.000,00",Cash,Zahra
12-10-2025 16:47:44,12-10-2025 16:48:25,BerryLush,Table,"Rp25.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 17:04:17,12-10-2025 17:05:46,"Florana,BerryLush",Table,"Rp48.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 17:17:47,12-10-2025 17:18:30,ButterScotch,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 17:44:01,12-10-2025 17:44:39,"Matcha,Mix Platter",Table,"Rp47.000,00",Cash,Zahra
12-10-2025 17:50:54,12-10-2025 17:51:09,BerryCha,Table,"Rp27.000,00",Cash,Zahra
12-10-2025 18:31:10,12-10-2025 18:32:31,"Caramel,Pisang Goreng,Nasi Goreng",Table,"Rp101.000,00",Cash,Zahra
12-10-2025 18:42:44,12-10-2025 18:43:18,Americano ,Table,"Rp15.000,00",Cash,Zahra
12-10-2025 18:53:37,12-10-2025 18:54:22,"Nasi Goreng,Air Mineral",Table,"Rp25.000,00",Cash,Zahra
12-10-2025 18:54:35,12-10-2025 18:55:52,"Ayam Geprek,Air Mineral",Table,"Rp22.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 18:57:26,12-10-2025 18:59:08,"Hazelnut,ButterScotch,Donat",Table,"Rp66.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 19:01:50,12-10-2025 19:02:30,Ayam Geprek,Table,"Rp34.000,00",Cash,Zahra
12-10-2025 19:10:56,12-10-2025 19:11:08,Americano ,Table,"Rp15.000,00",Cash,Zahra
12-10-2025 19:20:13,12-10-2025 19:20:48,Red Velvet,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 19:22:38,12-10-2025 19:22:42,ButterScotch,Table,"Rp23.000,00",Cash,Zahra
12-10-2025 19:49:49,12-10-2025 19:52:42,"BerryLush,ChocoBerry,Pisang Goreng,Mix Platter,Bakso Bakar",Table,"Rp99.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 20:03:53,12-10-2025 20:04:32,"Nasi Goreng,Vanilla,Matcha",Table,"Rp70.000,00",Cash,Zahra
12-10-2025 20:06:31,12-10-2025 20:06:46,Pisang Goreng,Table,"Rp15.000,00",Cash,Zahra
12-10-2025 20:09:38,12-10-2025 20:10:24,"Caramel,Coklat Banana,Lemon Tea,Hazelnut",Table,"Rp109.000,00",Cash,Zahra
12-10-2025 20:14:35,12-10-2025 20:14:45,Chocolate,Table,"Rp25.000,00",Cash,Zahra
12-10-2025 20:16:27,12-10-2025 20:16:46,Banana,Table,"Rp23.000,00",Cash,Zahra
12-10-2025 20:18:22,12-10-2025 20:19:59,Matcha,Table,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 20:27:21,12-10-2025 20:27:33,ChocoBerry,Table,"Rp27.000,00",Cash,Zahra
12-10-2025 20:31:54,12-10-2025 20:32:52,Red Velvet,Table,"Rp46.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 20:35:30,12-10-2025 20:35:59,"Vanilla,Lemon Tea",Table,"Rp42.000,00",Cash,Zahra
12-10-2025 20:44:48,12-10-2025 20:52:43,"LemonBerry,Vanilla,Ayam Geprek,Nasi Goreng,Air Mineral",Table,"Rp110.000,00",Cash,Zahra
12-10-2025 20:51:18,12-10-2025 20:51:29,Banana,Table,"Rp23.000,00",Cash,Zahra
12-10-2025 20:51:43,12-10-2025 20:52:22,Matcha,Table,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 20:55:38,12-10-2025 20:57:14,"Vanilla,Florana,Kentang Goreng,Donat",Table,"Rp71.000,00",Cash,Zahra
12-10-2025 21:03:19,12-10-2025 21:03:38,Ayam Geprek,Table,"Rp17.000,00",Cash,Zahra
12-10-2025 21:04:44,12-10-2025 21:06:10,"Latte,Caramel,Nasi Goreng,Pisang Goreng,Air Mineral",Table,"Rp84.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 21:06:47,12-10-2025 21:07:01,Vanilla,Table,"Rp46.000,00",Cash,Zahra
12-10-2025 21:09:58,12-10-2025 21:11:42,"Americano ,Banana",Table,"Rp38.000,00",Cash,Zahra
12-10-2025 21:16:28,12-10-2025 21:16:34,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
12-10-2025 21:17:12,12-10-2025 21:19:05,"Americano Peach,Air Mineral",Table,"Rp40.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 21:19:30,12-10-2025 21:19:50,Donat,Table,"Rp20.000,00",Cash,Zahra
12-10-2025 21:21:04,12-10-2025 21:21:30,Caramel,Table,"Rp46.000,00",Cash,Zahra
12-10-2025 21:22:29,12-10-2025 21:22:34,Ayam Geprek,Table,"Rp17.000,00",Cash,Zahra
12-10-2025 21:24:46,12-10-2025 21:26:15,"Pisang Goreng,Ayam Geprek,Bakso Bakar,Air Mineral,Americano ",Table,"Rp69.000,00",Cash,Zahra
12-10-2025 21:29:38,12-10-2025 21:30:15,Florana,Table,"Rp46.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 21:35:23,12-10-2025 21:35:46,"Chocolate,Donat",Table,"Rp85.000,00",Cash,Zahra
12-10-2025 21:37:35,12-10-2025 21:38:01,Donat,Table,"Rp20.000,00",Cash,Zahra
12-10-2025 21:43:39,12-10-2025 21:45:49,"Mix Platter,Matcha,Lemon Tea,Donat",Table,"Rp86.000,00",Cash,Zahra
12-10-2025 21:46:18,12-10-2025 21:46:38,LemonBerry,Table,"Rp25.000,00",Cash,Zahra
12-10-2025 21:47:03,12-10-2025 21:47:45,"Banana,Ubi Goreng,Air Mineral",Table,"Rp43.000,00",Cash,Zahra
12-10-2025 21:48:06,12-10-2025 21:48:20,Matcha,Table,"Rp27.000,00",Cash,Zahra
12-10-2025 21:48:36,12-10-2025 21:49:13,"Americano ,Donat",Table,"Rp25.000,00",Cash,Zahra
12-10-2025 21:52:54,12-10-2025 21:53:18,"Ayam Geprek,Air Mineral",Table,"Rp22.000,00",Cash,Zahra
12-10-2025 21:57:19,12-10-2025 21:57:29,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
12-10-2025 22:08:15,12-10-2025 22:08:20,Banana,Table,"Rp23.000,00",Cash,Zahra
12-10-2025 22:24:15,12-10-2025 22:25:06,Classic,Table,"Rp34.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 22:26:42,12-10-2025 22:27:30,Vanilla,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 22:28:04,12-10-2025 22:28:08,Matcha,Table,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
12-10-2025 22:28:46,12-10-2025 22:29:52,Matcha,Table,"Rp54.000,00",Cash,Zahra
12-10-2025 22:46:39,12-10-2025 22:47:37,"Lemon Tea,ButterScotch",Table,"Rp42.000,00",Cash,Zahra
12-10-2025 22:51:04,12-10-2025 22:54:44,"Caramel,Matcha,Vanilla",Table,"Rp96.000,00",Cash,Zahra
12-10-2025 22:55:18,12-10-2025 22:55:33,ButterScotch,Table,"Rp23.000,00",Cash,Zahra
12-10-2025 22:56:57,12-10-2025 22:57:14,Americano ,Table,"Rp15.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 10:02:15,13-10-2025 10:03:03,"Nasi Goreng,Air Mineral,Ayam Geprek",Table,"Rp72.000,00",Cash,Mita
13-10-2025 10:07:14,13-10-2025 10:07:16,Nasi Goreng,Table,"Rp20.000,00",Cash,Mita
13-10-2025 10:23:36,13-10-2025 10:27:16,"Ayam Geprek,Nasi Goreng,Air Mineral",Table,"Rp94.000,00",Cash,Mita
13-10-2025 10:46:27,13-10-2025 10:47:13,"Matcha,Donat",Table,"Rp37.000,00","Bank Transfer, SCAN QR",Mita
13-10-2025 10:48:02,13-10-2025 10:48:05,Lemon Tea,Table,"Rp19.000,00",Cash,Mita
13-10-2025 10:49:22,13-10-2025 10:49:42,Lemon Tea,Table,"Rp19.000,00","Bank Transfer, SCAN QR",Mita
13-10-2025 10:50:03,13-10-2025 10:50:20,"Nasi Goreng,Air Mineral,Matcha",Table,"Rp52.000,00",Cash,Mita
13-10-2025 10:51:02,13-10-2025 10:51:06,Chocolate,Table,"Rp25.000,00","Bank Transfer, SCAN QR",Mita
13-10-2025 10:53:30,13-10-2025 10:54:35,"BerryLush,Pisang Goreng,Air Mineral",Table,"Rp45.000,00",Cash,Mita
13-10-2025 10:55:16,13-10-2025 10:55:18,Donat,Table,"Rp10.000,00",Cash,Mita
13-10-2025 11:14:51,13-10-2025 11:14:53,Banana,Table,"Rp23.000,00",Cash,Mita
13-10-2025 11:27:44,13-10-2025 11:27:58,"Ayam Geprek,Sweet Cloud",Table,"Rp42.000,00",Cash,Mita
13-10-2025 11:35:31,13-10-2025 11:35:33,Kentang Goreng,Table,"Rp15.000,00",Cash,Mita
13-10-2025 11:38:07,13-10-2025 11:39:34,"Nasi Goreng,Air Mineral,Vanilla",Table,"Rp93.000,00","Bank Transfer, SCAN QR",Mita
13-10-2025 11:45:33,13-10-2025 11:45:53,Chocolate,Table,"Rp50.000,00","Bank Transfer, SCAN QR",Mita
13-10-2025 12:02:04,13-10-2025 12:02:10,Florana,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Mita
13-10-2025 12:51:33,13-10-2025 12:51:42,BerryCha,Table,"Rp27.000,00",Cash,Mita
13-10-2025 13:01:40,13-10-2025 13:01:43,Lemon Tea,Table,"Rp19.000,00",Cash,Mita
13-10-2025 13:01:53,13-10-2025 13:01:56,Air Mineral,Table,"Rp5.000,00","Bank Transfer, SCAN QR",Mita
13-10-2025 13:06:42,13-10-2025 13:10:24,"Florana,Bakso Bakar",Table,"Rp35.000,00","Bank Transfer, SCAN QR",Mita
13-10-2025 13:30:21,13-10-2025 13:30:52,"Latte,Bakso Bakar",Table,"Rp54.000,00","Bank Transfer, SCAN QR",Mita
13-10-2025 13:51:48,13-10-2025 14:35:47,"Bakso Bakar,Ayam Geprek",Table,"Rp29.000,00","Bank Transfer, SCAN QR",Mita
13-10-2025 14:04:45,13-10-2025 14:05:18,"ButterScotch,Donat",Table,"Rp33.000,00","Bank Transfer, SCAN QR",Mita
13-10-2025 14:20:46,13-10-2025 14:22:06,"Hazelnut,Florana,Donat",Table,"Rp76.000,00","Bank Transfer, SCAN QR",Mita
13-10-2025 14:26:56,13-10-2025 14:27:15,"Florana,Nasi Goreng",Table,"Rp43.000,00",Cash,Mita
13-10-2025 14:43:12,13-10-2025 14:43:17,ButterScotch,Table,"Rp23.000,00",Cash,Mita
13-10-2025 14:52:59,13-10-2025 14:53:01,Air Mineral,Table,"Rp5.000,00",Cash,Mita
13-10-2025 15:12:04,13-10-2025 15:12:38,Florana,Table,"Rp23.000,00",Cash,Mita
13-10-2025 15:38:03,13-10-2025 15:38:14,Vanilla,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Mita
13-10-2025 15:39:23,13-10-2025 15:40:14,BerryLush,Table,"Rp25.000,00","Bank Transfer, SCAN QR",Mita
13-10-2025 16:19:38,13-10-2025 16:20:16,"Hazelnut,Mix Platter",Table,"Rp43.000,00",Cash,Zahra
13-10-2025 16:34:33,13-10-2025 16:35:00,"Nasi Goreng,ButterScotch",Table,"Rp43.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 16:40:17,13-10-2025 16:41:32,"Florana,Mix Platter,Banana",Table,"Rp89.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 16:42:46,13-10-2025 16:42:50,Air Mineral,Table,"Rp5.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 16:44:48,13-10-2025 16:44:56,Hazelnut,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 16:53:32,13-10-2025 16:54:18,"Red Velvet,Kukis ",Table,"Rp35.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 16:55:02,13-10-2025 16:55:32,"Chocolate,Kukis ",Table,"Rp37.000,00",Cash,Zahra
13-10-2025 16:58:32,13-10-2025 16:58:34,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
13-10-2025 17:00:20,13-10-2025 17:01:03,Air Mineral,Table,"Rp10.000,00",Cash,Zahra
13-10-2025 17:01:19,13-10-2025 17:01:32,"Nasi Goreng,Air Mineral",Table,"Rp25.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 17:02:51,13-10-2025 17:03:08,"Ayam Geprek,Air Mineral",Table,"Rp22.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 17:03:35,13-10-2025 17:04:06,"Ayam Geprek,Air Mineral",Table,"Rp22.000,00",Cash,Zahra
13-10-2025 17:04:54,13-10-2025 17:04:57,Ayam Geprek,Table,"Rp17.000,00",Cash,Zahra
13-10-2025 17:10:38,13-10-2025 17:11:56,"Sweet Cloud,Red Velvet",Table,"Rp48.000,00",Cash,Zahra
13-10-2025 17:14:28,13-10-2025 17:15:21,"Matcha,Chocolate,Kukis ",Table,"Rp113.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 17:22:53,13-10-2025 17:23:02,Nasi Goreng,Table,"Rp20.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 17:34:12,13-10-2025 17:34:15,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
13-10-2025 17:44:20,13-10-2025 17:45:01,Chocolate,Table,"Rp25.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 17:49:29,13-10-2025 17:49:31,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
13-10-2025 17:56:08,13-10-2025 17:56:37,Latte,Table,"Rp21.000,00",Cash,Zahra
13-10-2025 17:59:12,13-10-2025 18:00:53,Mie Goreng,Table,"Rp20.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 18:10:11,13-10-2025 18:10:40,Matcha,Table,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 18:24:07,13-10-2025 18:24:34,"Red Velvet,LemonBerry",Table,"Rp71.000,00",Cash,Zahra
13-10-2025 18:43:06,13-10-2025 18:43:24,Ubi Goreng,Table,"Rp15.000,00",Cash,Zahra
13-10-2025 18:43:56,13-10-2025 18:44:19,Nasi Goreng,Table,"Rp20.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 18:47:39,13-10-2025 18:49:03,"Chocolate,Matcha,Pisang Goreng",Lainnya,"Rp67.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 18:49:32,13-10-2025 18:49:42,BerryLush,Table,"Rp25.000,00",Cash,Zahra
13-10-2025 18:51:04,13-10-2025 18:51:12,Nasi Goreng,Table,"Rp20.000,00",Cash,Zahra
13-10-2025 18:56:23,13-10-2025 18:57:33,"Chocolate,Florana",Table,"Rp71.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 19:03:24,13-10-2025 19:04:13,"LemonBerry,Kentang Goreng",Table,"Rp40.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 19:10:32,13-10-2025 19:10:49,BerryLush,Table,"Rp25.000,00",Cash,Zahra
13-10-2025 19:18:27,13-10-2025 19:19:16,"LemonBerry,Latte",Table,"Rp46.000,00",Cash,Zahra
13-10-2025 19:22:04,13-10-2025 19:22:16,Florana,Table,"Rp23.000,00",Cash,Zahra
13-10-2025 19:23:18,13-10-2025 19:23:35,Americano ,Table,"Rp15.000,00",Cash,Zahra
13-10-2025 19:30:26,13-10-2025 19:30:47,Nasi Goreng,Table,"Rp20.000,00",Cash,Zahra
13-10-2025 19:31:07,13-10-2025 19:31:15,Nasi Goreng,Table,"Rp20.000,00",Cash,Zahra
13-10-2025 19:35:23,13-10-2025 19:35:44,Ayam Geprek,Table,"Rp17.000,00",Cash,Zahra
13-10-2025 19:41:04,13-10-2025 19:41:51,"Chocolate,BerryCha,Mix Platter",Table,"Rp72.000,00",Cash,Zahra
13-10-2025 19:43:43,13-10-2025 19:43:48,Nasi Goreng,Table,"Rp20.000,00",Cash,Zahra
13-10-2025 19:50:24,13-10-2025 19:50:57,Vanilla,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 19:51:17,13-10-2025 19:51:30,Kentang Goreng,Table,"Rp15.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 19:53:25,13-10-2025 19:53:42,Florana,Table,"Rp23.000,00",Cash,Zahra
13-10-2025 19:55:16,13-10-2025 23:06:19,"Tropicano,Ubi Goreng,Florana,BerryLush,Florana,Latte,BerryLush,BerryLush",Table,"Rp307.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 19:56:54,13-10-2025 19:57:26,"Ayam Geprek,Lemon Tea",Table,"Rp36.000,00",Cash,Zahra
13-10-2025 19:58:34,13-10-2025 19:59:20,Vanilla,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 19:59:37,13-10-2025 19:59:40,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
13-10-2025 20:00:17,13-10-2025 20:02:40,"Lemon Tea,Chocolate,Kentang Goreng,Donat",Table,"Rp69.000,00",Cash,Zahra
13-10-2025 20:03:08,13-10-2025 20:03:18,Florana,Table,"Rp23.000,00",Cash,Zahra
13-10-2025 20:04:00,13-10-2025 20:04:29,"Coklat Banana,Chocolate",Table,"Rp47.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 20:05:18,13-10-2025 20:05:37,Matcha,Table,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 20:06:09,13-10-2025 20:06:23,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
13-10-2025 20:08:56,13-10-2025 20:09:18,BerryLush,Table,"Rp25.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 20:13:32,13-10-2025 20:14:14,"Bakso Bakar,Ayam Geprek",Table,"Rp29.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 20:14:37,13-10-2025 20:15:03,ChocoBerry,Table,"Rp27.000,00",Cash,Zahra
13-10-2025 20:17:37,13-10-2025 20:20:02,"Red Velvet,Chocolate",Table,"Rp48.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 20:20:28,13-10-2025 20:20:44,Latte,Table,"Rp21.000,00",Cash,Zahra
13-10-2025 20:22:28,13-10-2025 20:22:49,Coklat Banana,Table,"Rp22.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 20:26:20,13-10-2025 20:27:00,Americano Peach,Table,"Rp25.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 20:29:30,13-10-2025 20:29:42,ButterScotch,Table,"Rp23.000,00",Cash,Zahra
13-10-2025 20:34:46,13-10-2025 20:36:20,"Banana,LemonBerry,Bakso Bakar",Table,"Rp60.000,00",Cash,Zahra
13-10-2025 20:37:31,13-10-2025 20:37:50,"BerryLush,LemonBerry",Lainnya,"Rp50.000,00",Cash,Zahra
13-10-2025 20:38:47,13-10-2025 20:39:51,"Americano ,Matcha,Banana",Table,"Rp65.000,00","Bank Transfer, SCAN QR",Zahra
13-10-2025 20:44:19,13-10-2025 20:45:14,"Chocolate,Sup Ubi",Table,"Rp70.000,00",Cash,Zahra
13-10-2025 21:03:55,13-10-2025 21:05:30,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
